umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
ARNING PERMATA 2014,Kecil,0,287330000,0
CV. ALIFINDO,Kecil,0,120947840,0
TRIMEDIA SOLUSI INFORMATIKA,Kecil,38973750,148268250,259302
KURNIA ZATI SENTOSA,Kecil,84362500,342243432,559745
Usaha Mandiri Makmur,Kecil,0,83285000,0
PT. Laros Guna Putra,Kecil,0,2575000,0
Pribadi,Kecil,0,10000000,0
CV. ULWEAN,Kecil,0,334953600,0
CV TUAN MUDA MANDIRI,Kecil,0,614324430,0
Enviro Investama,Kecil,0,280837028,0
AMITRA TEKNIK,Kecil,203708000,881473351,1376295
CV. MAEGAPOLENA JAYA,Kecil,0,99900000,0
GADING TEKNIK TEGUH,Kecil,0,111888000,0
PRIMKOPKAR PERHUTANI KPH CEPU,Menengah,0,18580000,0
ROSELLA CELUP CAP BUKIT ASAM,Menengah,1415060,30042754,7337
PANDAN`S CRAFT BANTEN,Menengah,390000,390000,0
M Bloc Market (PT Ruang Market Milenial),Menengah,0,3927687,0
PT KARTIKA CIPTA ANUGRAH,Menengah,355200,17987150,0
MAMEX PRO,Menengah,0,937206022,0
Sari Timbul Glass Factory,Menengah,0,1500000,0
PT Bhinneka Mentaridimensi,Menengah,146181860,2270401046,931606
HOPE Stationery,Menengah,90300369,1843691510,565142
INDOMALL JAYA UTAMA - LANGGANAN BUMN,Menengah,197366739,942643138,1191436
KOPERASI SERBA USAHA MUTIARA MANDALIKA MADANI,Menengah,0,37629,0
KOPEGTEL RAJAWALI,Menengah,180650500,2700685132,1082996
KARYA ANUGRAH TEKNOLOGI,Menengah,421131133,1580697538,1842420
INVESTKO MEGAMART/GratisOngkir S&K berlaku,Menengah,221108255,3506405374,1161502
PELITA HARAPAN,Menengah,81238000,206978091,548205
PT Sarinah,Menengah,481080,19812583,0
RAJAWALI NUSINDO,Menengah,69500,12234432,0
Pasar Murah Bandung,Menengah,0,57045400,0
ALLUSSAN,Menengah,0,18381500,0
PT. Visi Duta Mandiri,Menengah,504136424,6527294502,3078744
KOPEGTEL KIJANG BOGOR,Menengah,52789980,1409660706,343162
PT Inovasi Sukses Sentosa,Menengah,262946,32008559,-43
CV. SUKSES ECCA MANDIRI,Menengah,164043359,1781083414,733063
GRAMEDIA SEMARANG PANDANARAN,Menengah,0,1590200,0
PT. Datascrip,Menengah,47405820,412200721,242781
KOPERASI SWADHARMA JAKARTA,Menengah,46808454,422373679,171471
KOPEGTEL BARATA,Menengah,286592530,2079547574,1655909
koperasi karyawan UPT gudang persediaan lahat,Menengah,0,4839100,0
KINARYA SELARAS PIRANTI REGIONAL SUMBAGSEL,Menengah,0,162534874,0
KOPEGTEL KANTOR PERUSAHAAN,Menengah,1080436727,11347902876,6351162
KOPERASI KARYAWAN AIRNAV INDONESIA,Menengah,137997440,338169599,677314
PT Kinarya Selaras Piranti Reg JATIM,Menengah,1471333,98833809,3025
Gramedia Veteran Banjarmasin,Menengah,0,1563575,0
Gramedia Banjarmasin,Menengah,0,13568650,0
PT. Kinarya Selaras Piranti Banjarmasin,Menengah,2526880,16391436,13119
KOPERASI PEGAWAI BANK MANDIRI (MANDIRI MCO),Menengah,22836434,365845021,-88989
KINARYA SELARAS PIRANTI JATENG & DIY,Menengah,5211410,102881377,29372
PT. Wijaya Purnabisakti,Menengah,2139030,22356622,4031
PRIMASARI PANGAN LESTARI,Menengah,471170000,3168281600,0
Fatma Jaya Cipta Media,Menengah,24484317,439344617,126436
Koperasi Pensiunan BankExim,Menengah,7291937,375899211,39243
PT SUNGAI MADU SEJAHTERA,Menengah,101010,1702440,0
CV SAHABAT MANDIRI,Menengah,0,17818175,0
PT Sakha Bina Perkasa,Menengah,22699681,1052789335,103640
Beos Mandiri 3,Menengah,892753,86038500,-9259
PT Mesrania,Menengah,108640704,2067211452,733035
SRIKANDI,Menengah,0,101780080,0
PT. Karsa Bersama Mandiri,Menengah,105535870,1665613909,532414
Koperasi Karyawan Divisi Pelatihan PT. Telkom Saraswati,Menengah,17585978,189276805,89281
PT INTI DHARMA MANDIRI,Menengah,296053600,6782425550,1815828
AUXANO DIGITALINDO PERKASA,Menengah,0,2040000,0
kopegtel mutiara,Menengah,18191250,1582677938,103052
RENOBA MAKMUR PERSADA,Menengah,10349245,215022874,46851
Shamara Adikara Indonesia,Menengah,0,150000,0
PT.SURABAYA PRIMASWASTA,Menengah,0,1172300,0
Loop Institute of Coaching,Menengah,0,107000,0
PT. BATAM JAYA ELEKTRONIK,Menengah,0,43958980,0
KOPEGTEL MALANG,Menengah,76315698,555078409,383762
PANCA BINA PERSADA,Menengah,52771200,498160700,317864
Kopegtel Dolphin,Menengah,418544373,3044931791,2690444
KOPERASI PEGAWAI SWADHARMA SURABAYA,Menengah,10872281,86361802,52840
Officepedia Solusi Indonesia (Gresik),Menengah,0,123856,0
CV TRINITY CENTRAAL,Menengah,0,1551880,0
CV SUMBER JAYA PRATAMA,Menengah,127717010,761827456,833519
KOPERASI PEGAWAI BANK BTN,Menengah,0,52496346,0
BAHTERA PESAT LINTASBUANA,Menengah,302262800,606741265,1825122
PT BHAKTI GUNA BERSAMA PRATAMA,Menengah,20371498,169429794,106985
KOPEGTEL PASURUAN,Menengah,93331908,443219399,524775
EONCHEMICALS PUTRA,Menengah,0,80410275,0
Dcraft Indonesia,Menengah,0,1265000,0
PT Masterdata Bali,Menengah,0,24772776,0
PT DIVA KREASINDO KOMUNIKA,Menengah,625596020,2088772336,2838862
PT KOPSRI,Menengah,4002475512,14524439145,13693641
Kopkar Jasindo,Menengah,26377411,138782282,141399
CV RJB ABADI,Menengah,0,806211,0
PRIMKOPKAR PERUM PERHUTANI KPH MALANG,Menengah,58951451,80378633,329025
Koperasi Budi Setia,Menengah,100133643,1069680700,664971
PT. Kinarya Selaras Piranti Samarinda,Menengah,2527370,17842473,13121
KOPERASI KARYAWAN JIWASRAYA,Menengah,306682,77644307,-117
KOPKAR KOKARYA UPT. BALAI YASA LAHAT,Menengah,0,333962,0
Impero Pratama Sakti,Menengah,121550,37262652,-899
PT. Mitra Desa Pamarican,Menengah,46722,235000,-1933
Sriwijaya Berkah Bersama,Menengah,0,589000,0
koperasi jasa waskita,Menengah,0,83292625,0
SEMARAK KREASINDO MANDIRI,Menengah,0,1210315258,0
CV OMERA SHAZFA SENADA,Menengah,0,1276000,0
CV. TRI UTAMI JAYA,Menengah,0,190000,0
Koperasi Karyawan PT. KBN (Persero),Menengah,31960062,632550621,179258
CV. Indoprima,Menengah,21102940,489385828,37327
PT Kalpasastra Baswara Negri,Menengah,0,175000,0
KOPERASI KARYAWAN KRAKATAU TIRTA INDUSTRI,Menengah,45126200,145164058,269942
KOPI CAP BUKIT JEMPOL,Menengah,0,310000,0
Bina Grafindo,Menengah,12359600,80215500,80944
PT MULTI BERKAH ABADI,Menengah,133407780,2567153699,889580
KOPERASI KARYAWAN BANDAR BANTEN,Menengah,21441420,48127015,124910
PT MAJU USAHA INOVASI,Menengah,0,500000,0
CV FASTABIQUL KHAIRAT,Menengah,0,314326685,0
PT Gaharu Berkat Utama,Menengah,244095104,3597725050,1312961
PT Danakar,Menengah,305712325,3970819104,1962948
DIATAMA CITRA MANDIRI,Menengah,0,3672612173,0
PT. SYLVA PRAKARSA UTAMA,Menengah,325558017,3511661252,2081345
AGUNG CITRA GEMILANG,Menengah,376747122,3934427106,2090724
INDO KOMUNIKA SHAKTI,Menengah,0,605570000,0
Primkokar Rimba Perhutani KPH Blora,Menengah,0,2185035,0
KOPEGTEL DIVRE III,Menengah,82574360,3056951901,271604
Koperasi Jasa Marga Bakti,Menengah,20870750,151118667,123090
KOPERASI KONSUMEN KARYAWAN BAHARI PONTIANAK,Menengah,19677100,789348225,132732
KOPEGTEL CAMAR JEMBER,Menengah,139090090,1242366764,863067
PT BINA SAHABAT USAHA NUSANTARA,Menengah,84684970,664420709,533761
ENDAH MARWA SEHATI ,Menengah,0,3021900,0
PT Toba Makmur Perkasa,Menengah,0,16616542,0
Gading Murni,Menengah,4531732,56953630,-25064
PT PURNA KREASI SEJAHTERA,Menengah,84882488,408139749,570234
Koperasi Pegawai Maritim Tanjung Priok,Menengah,113722,31026192,-1492
CV. PUTRA KITA,Menengah,0,866910,0
KOPEGTEL MEDIATRON,Menengah,1284724500,7721047333,6214793
CV. Sinar Makmur Sentosa,Menengah,7794685,137743755,37926
Sanrah Food,Menengah,775000,775000,0
Gramedia Cirebon Cipto,Menengah,0,10691588,0
PT. Multi Taruna Sejati,Menengah,0,22200000,0
Matahari Fajarindo Lestari,Menengah,0,22570185,0
KBCGN(kampung batik Cigadung),Menengah,0,700000,0
"WISESA NIAGA TAMA,PT.",Menengah,0,788480665,0
RAJA MUSLIMIN JAYA,Menengah,335002796,369854852,1971754
Pt Okwi Nusantara Solusindo,Menengah,0,63370277,0
PT WAHANA SUPRA SINERGI,Menengah,30395300,285120150,202787
PT PAKU MAS,Menengah,35389370,641005630,237377
KOPERASI KARYAWAN KELUARGA BESAR PETROKIMIA GRESIK (K3PG),Menengah,1668060031,12863985238,9243120
Koperasi Karyawan Telkom SIPAKALEBBI,Menengah,1685142700,11736281080,8568480
Akay Fashion Shop,Menengah,160000,160000,0
THOMAS CENTRAL ANUGERAH,Menengah,1630912,1631700,-3114
CV.MASTER,Menengah,2801155,34894581,6251
PODRA RIZKI ILAHI,Menengah,118296,139770,-7755
SENTOSA ANDALAN WURMB,Menengah,124320,124320,0
PT. Hafis Jaya,Menengah,190185296,945864577,1302115
PT JAYA ANGKASA SEJAHTERA MULIA,Menengah,133102300,1606476981,905301
Charlyn Jaya,Menengah,94709296,2451078587,635327
MALAHAYATI GEUREUBANG NANGGROE,Menengah,0,93143430,0
UTAMA JAYA ELEKTRONIK,Menengah,77151460,190916136,497188
PT. INDUK SULMAPA KEKAR,Menengah,0,477300,0
Kopegtel Palapa Mataram,Menengah,63149731,820494109,411665
Naura Mitra Abadi,Menengah,59460723,332492118,353312
KOPEGTEL ANUTAPURA,Menengah,46004000,900562300,303180
PT. Bintang Jamtama Sejahtera,Menengah,316852207,3329167918,2082224
TRIJAYA PRIMA NUSANTARA,Menengah,0,330846600,0
CV. TARUNA JAYA MANDIRI,Menengah,0,2001300,0
PT. SOLUSINDO INTEGRASI INDONESIA,Menengah,0,491878740,0
Koperasi Karyawan Waskita Andayani,Menengah,287752,42132030,-2073
Cipta Magna,Menengah,40261640,403437825,219779
KOPERASI KARYAWAN PERUM PERUMNAS BINA SEJAHTERA,Menengah,54698814,1346246459,311798
PT KIJANG EMAS SEJAHTERA,Menengah,0,384929130,0
PT Pendidikan Maritim dan Logistik Indonesia,Menengah,51311500,1392628760,321135
Bino Mitra Sejati Jakarta,Menengah,0,16056200,0
KOPERASI KONSUMEN HPK SEMARANG,Menengah,0,1372743523,0
ALBASIA JAYA 1988,Menengah,59999000,2332162713,405896
poetra jaya,Menengah,0,1134580950,0
Primkopkar KBM INK Unit I Jateng,Menengah,0,57769416,0
BAROKAH STATIONERY,Menengah,14746560,163584250,76284
PT PRIMA PESONA ARDI KREASI,Menengah,31807125,240481500,123897
ECO BANDUNG LESTARI,Menengah,0,275862389,0
SYNUS TONERINDO PRIMA,Menengah,0,10673314,0
Cera Production (CV Djongnesia Network),Menengah,0,8760000,0
CATUR KARYA ABADI,Menengah,0,80451450,0
CV. Sukses Jaya Abadi,Menengah,37725093,221832685,215920
CV MEGAH KUSUMA,Menengah,529260486,888672662,3558009
GRAMEDIA MADIUN,Menengah,0,317500,0
PT Bintang Anugrah Sehati,Menengah,87389600,595593144,584463
Koperasi Pekerja Patra Empat,Menengah,34718100,874247792,231860
Primkopkar Jatimakmur,Menengah,1111978,11435000,-4240
PT. INOVASI PROTEKSI ENERGI,Menengah,0,486972023,0
Officepedia Solusi Indonesia,Menengah,0,1598997,0
PATRA CENDERAWASIH,Menengah,0,1042921915,0
PT. MITRASEJATI YEKAPEPE,Menengah,549827896,2538065000,3684755
CV. ATMAN JAYA,Menengah,8048250,137501250,41097
CV KARYA PRATAMA,Menengah,0,10989000,0
KOPEGTEL BATAM,Menengah,82128280,837112962,531128
KOPERASI PEGAWAI TELKOM TANJUNG BALAI KARIMUN,Menengah,7940000,40000000,51220
CENTRAL BATAM RAYA,Menengah,0,8650000,0
"Hakarindo Furniture, PT",Menengah,0,53708000,0
PT. Mahakarya Inti Technology,Menengah,0,4916886,0
PT.KARYA MURA NIAGA,Menengah,0,45749500,0
INTERPRIMA INDOCOM,Menengah,120590000,392940000,821160
PT NISSA SORAYA,Menengah,46091700,174965803,308352
CV SENTOSA UTAMA,Menengah,0,139947047,0
GRAMEDIA YOGYAKARTA SUDIRMAN,Menengah,0,1239783,0
CV AGUNG INTI PERSADA,Menengah,0,1184400,0
PT Artistika Prima Kreasi,Menengah,36095860,116516700,180387
EASY MITRA,Menengah,595350,3251522,1969
PRIMA PRATAMA MANDIRI,Menengah,48288500,453482500,328110
CV. Solusi Arya Prima Cabang Bandung,Menengah,0,4770982,0
DATUK LAKSAMANA,Menengah,67410600,143800500,450096
PT. KRISBOW INDONESIA,Menengah,28384250,466994484,181498
KOPKARTEL JAMBI,Menengah,91112010,1389642150,572298
CICI ROKAN MULIA,Menengah,0,97900000,0
CV. AQILA COMPUTER,Menengah,0,16289250,0
PT.MARI JAYA JAMBI,Menengah,0,52603462,0
KOPKAR WALET KANDATEL MEDAN,Menengah,328927040,3213552886,2124351
SALTTEK DUMPANG JAYA,Menengah,107850700,1438401589,727794
TRICOM SAKTI,Menengah,0,73282533,0
CATUR VIRYA GEMILANG,Menengah,0,69019800,0
GUNNEBO INDONESIA DISTRIBUTION,Menengah,2354649984,10691917511,7054536
CV. IT Computer Studio,Menengah,0,98591046,0
PT. YES KOMUNIKASI,Menengah,277665700,902547194,1538002
CV. TIGA BUNGA,Menengah,0,2477792005,0
CV. Angkasa,Menengah,0,252504505,0
PT. Bernada Andalan Utama,Menengah,0,531379281,0
"KINARYA SELARAS PIRANTI, PT",Menengah,0,18474840,0
CV.MITRA KARYA BERSAMA,Menengah,969255600,4431622830,5307464
PT. ARYA PERSADA UTAMA,Menengah,187648180,981109646,1268494
Cv arsya bintang utama,Menengah,102645100,659104185,692601
PT Pesonna Optima Jasa,Menengah,2538983982,14873095885,15219363
PT. Central Mega Perdana (Official),Menengah,0,545545976,0
PT. Timbangan Digital Internasional,Menengah,41858700,53900000,277703
PT. SURYA PERSADA PLASINDO,Menengah,51907800,94053000,345287
PT. Primajaya Multi Technology,Menengah,51807600,79409400,346144
BERKAT DOA KITA,Menengah,64717700,119136189,434304
CV. RIZKY ABADI MULYA,Menengah,26457080,338788650,163186
PT Mumtaz Galih ( Pusat ),Menengah,26930100,143581440,176266
ALPHA SENTURI,Menengah,24437500,1101663345,164695
BAHTERA GLOBAL SOLUSI,Menengah,0,96273630,0
PT Mardohar Catur Tunggal Gaya,Menengah,0,46975200,0
PT.UNTUNG BERKAT ABADI,Menengah,13560800,1333227850,79922
Koperasi Pegawai Pelabuhan Indonesia,Menengah,21853780,718229610,127952
TRIYASA SUKSES MAKMUR,Menengah,0,135264187,0
PT SEJAHTERA AGUNG UTAMA,Menengah,57575024,140590679,347918
LAMONG ENERGI INDONESIA,Menengah,33973540,57503550,199150
KOPEGTEL PADANG,Menengah,155685169,1833310069,1007989
AHMAD ALHARAMAIN SEMB,Menengah,0,122058919,0
START POINT INDONESIA,Menengah,141319504,843910327,947165
Sinergi Transformasi Digital,Menengah,466767792,3273933868,2134854
PT. Mega Cemerlang Indonesia,Menengah,0,12976954,0
PT. Pratama Insan Andalan,Menengah,392037640,4156557689,2613298
PT. Datamedia Infotama,Menengah,1736440,461156232,6698
PT. ARCO TRITAMA MANDIRI,Menengah,0,333000,0
PT. Azkia Zahara Sentosa,Menengah,0,755350560,0
PT. GLOBAL INSTRUMENTS,Menengah,0,155400000,0
KOPERASI KARYAWAN PERKEBUNAN BATULAWANG KARYA MUKTI,Menengah,85752200,332624260,512642
PT. BANGUN TEKNIKA INDONESIA,Menengah,62169000,70596000,422895
PT. CARBON & ELECTRIC,Menengah,56993100,64718550,387551
CV. BUMI ABADI,Menengah,28160570,149047345,166496
PT. Matracons Kreasindo Abadi,Menengah,154671300,175636974,1049656
KOPEGTEL MAHARANI,Menengah,0,122100000,0
SUMITRA ARTHA INDONESIA,Menengah,23711640,113843286,150584
USAHA YEKAPEPE,Menengah,779585868,3057202636,4788467
MITRA EKATAMA,Menengah,0,48418200,0
ABELLA BERKAT ABADI,Menengah,0,263425200,0
TIGA INSAN SEJAHTERA,Menengah,97860400,122488500,653794
PT. KAWAN LAMA SEJAHTERA SURABAYA,Menengah,38503350,418946300,255446
NUSAJAYA SEJAHTERA COMPUTER,Menengah,27817700,132511590,186687
PT. ADHIGANA PERKASA MANDIRI,Menengah,143192550,879041630,910983
PT. TRINITY NUSAPHALA TECHNOLOGY,Menengah,1627290,5725160,4402
KOPERASI JASA PEMUDA GANGSAR,Menengah,0,979020000,0
Aneka Jasa Grhadika,Menengah,0,10313649915,0
PT FOKUS JASA MITRA,Menengah,1211440000,45908423673,5520412
PUTRA BARU SENTOSA,Menengah,3026400000,21486159000,13795360
HIKMAH JAYA PUTRA,Menengah,0,4367572500,0
Petrokopindo Cipta Selaras,Menengah,1252155810,5419207976,6896034
KOPERASI TUNAS HARAPAN,Menengah,0,2806676000,0
PT.SINAR ABADI INDAH,Menengah,0,3415581000,0
KOPINDO CIPTA SEJAHTERA,Menengah,0,472926600,0
MEDIA TEKNIKA,Menengah,0,2670660000,0
PT. HASIL BANTUAN CIPTA PERDANA,Menengah,0,509046000,0
PT PETROSIDA GRESIK,Menengah,84878304,2297478888,577423
GOLDEN BERKAT UTAMA,Menengah,0,2489761302,0
GLOBAL JAYA TEHNIK,Menengah,0,2919297003,0
SENTRATEK ADIPRESTASI,Menengah,0,2250479490,0
MULIA MANDIRI TEHNIK,Menengah,0,582340077,0
FESA KARYA,Menengah,0,2300510366,0
PT. Unitech Mega Indonesia,Menengah,0,473698050,0
PT ANUGERAH BINAJAYA STEEL,Menengah,829785000,2453520690,3759184
PRATAMA INTRA TEKNIK INDONESIA,Menengah,0,414069960,0
CANDI MULYA,Menengah,0,475326464,0
PT AFLAH AZARIA,Menengah,0,838472398,0
WAHANA DAYA KARSA,Menengah,0,110944500,0
FATH INDO PERKASA,Menengah,0,30375000,0
PT Kencana Zavira,Menengah,0,2637949632,0
Tata Solusi Buana,Menengah,0,377508058,0
CV INTHISAR ABADI,Menengah,0,99900000,0
UTAMA PLASPAK INKER,Menengah,0,421800000,0
CV KARYA SENTOSA,Menengah,0,666000000,0
RAGAM MANDIRI GRESIK,Menengah,0,303650,0
PT. KERTA GAYA PUSAKA,Menengah,94287,9814610,-1001
CV ALIF MEDIA MANDIRI,Menengah,0,58000,0
PT. LIVIA MANDIRI SEJATI,Menengah,2865540,8541300,16002
KOPEGTEL CITRA DELTA,Menengah,184736756,1369445490,1179510
CV WONOKOYO,Menengah,34241250,47923019,211212
Koperasi Karyawan Wijaya Karya,Menengah,377728365,4751665352,2502485
PT.RATNA AZIZAH MUSTIKA,Menengah,0,654976014,0
PT Manxi Image Perkasa,Menengah,17878370,152711973,101703
KOPEGTEL SOLO,Menengah,218155939,1677430330,1379251
PT. Macananjaya Cemerlang,Menengah,0,4394871,0
GANENDRA ARSYILA SEMESTA,Menengah,26121000,416647397,156512
KARYAWAN PT.PINDAD (PERSERO),Menengah,0,70041000,0
PT. KARYA SMART,Menengah,0,3353615,0
KOKAPURA AVIA,Menengah,0,64824000,0
BHIVA INDONESIA,Menengah,0,39960000,0
CV.COMPUTA,Menengah,2425500,16841998,13050
PT. SEROJA KARUNIA PUTRAJAYA,Menengah,6158110,31449997,35648
koperasi karyawan kebun bukitunggul,Menengah,131830120,509130945,779081
Koperasi Karyawan Dahana Sejahtera,Menengah,11557500,580691526,76742
Hofland Coffee,Menengah,0,13584200,0
JASA MARGA BHAKTI VIII,Menengah,6300540,60195949,36511
CV ASA INTI SEJAHTERA,Menengah,39820080,1108119906,262562
HRA Natural,Menengah,0,616000,0
KOP KAR PJTII KARYA BHAKTI RAHARJA,Menengah,5845550,95854608,32230
Alfindo Sejahtera Mandiri,Menengah,39761700,189086280,238554
KOPERASI KARYAWAN TASPEN,Menengah,0,5453819,0
PT. Citia Engineering Indonesia,Menengah,84759504,116294000,568410
PT. KOMINDO BIZOLUSI SURABAYA,Menengah,1091700,14024739,5096
Kopegtel Kediri,Menengah,126930450,791341102,849328
PT. Multi Reksa Sinergitas,Menengah,320681008,949525421,1523037
Daniswara Jaya Perkasa,Menengah,3087000,65129250,-2674
KOPATRI KUPANG,Menengah,32110736,325764782,160251
Setia Karya Kensuli Indah,Menengah,63287300,169373776,424000
kopkar nusatim energi,Menengah,11839140,61319210,71581
Fata Beusarena,Menengah,0,319428615,0
KOPEGTEL PALAPA LANGSA,Menengah,0,110667000,0
CV.ISTANA KOMPUTER MANDIRI,Menengah,44987050,45327000,291656
KOPEGTEL SURYA CENDRAWASIH,Menengah,174931830,858205319,1096282
PERISKA MULTI USAHA,Menengah,0,578076324,0
KPRI PERHUTANI KPH LAWU DS,Menengah,2268187,9097772,4974
Koperasi Pegawai Industri Kereta Api (KOPINKA),Menengah,0,24750000,0
KOPERASI METRO MANDIRI,Menengah,72791300,1476586823,431557
ARA BERKAH MULIA,Menengah,40692,57100,-1906
TOKO SINAR BAGELEN MADIUN,Menengah,0,25491000,0
MURNI SOLUSINDO NUSANTARA,Menengah,95109104,140569104,635059
PT. SUMBER KESELAMATAN KERJA,Menengah,0,24608700,0
INFORMATIKA PERKASA ABADI,Menengah,0,138179460,0
CAHAYA MUSTIKA,Menengah,993243,3960493,2198
Artindo,Menengah,392290092,3418486150,1814439
Global Mandiri Mobilindo,Menengah,16757100,438028200,98969
KOPEGTEL KIERAHA INDAH,Menengah,8791400,62670600,58162
PT HND GEMILANG SOLUSINDO,Menengah,0,2752113278,0
CV. Bina Karya Sarana Bangun,Menengah,0,4384500,0
LUMBUNG BERKAT GRUP,Menengah,0,582377929,0
CV RAHMATIKA,Menengah,426850710,837111708,2454144
Toko NEUTRON,Menengah,0,4287000,0
Koperasi keluarga Besar Semen Padang,Menengah,842624000,1374747938,3799148
PD UTAMA,Menengah,72055,83870790,-3330
PT. SINARMULIA ANDALAS INFOCOM,Menengah,74182400,84237900,498936
GRAMEDIA PADANG,Menengah,18429400,18554760,103948
CV Bestari Setia Abadi,Menengah,0,3852366000,0
PT. ARAINS,Menengah,24958380,832597262,156147
PT. VALVINDO MEGAH,Menengah,0,42207750,0
BEUTARI SEJATI PERSADA,Menengah,0,139389804,0
PT. AKIRA DATA PRATAMA,Menengah,0,6727500,0
CV SURYA JAYA,Menengah,0,10931500,0
KOPEGTEL SORONG,Menengah,114774000,712710768,760185
PT. FABIOLA,Menengah,0,324859040,0
Cahaya Anugerah Ilahi,Menengah,1584700,65141635,-2295
CV GARUDA JAYA,Menengah,69891200,507075186,475627
PT. GUNUNGDJATI PERKASA,Menengah,0,46176000,0
KOPEGTEL PURWOKERTO,Menengah,145746907,1171497052,896482
PT United Media,Menengah,17570427,150937002,108555
GRAMEDIA CIREBON GRAGE MALL,Menengah,0,23479053,0
CV JET MARINE SUPPLIER,Menengah,0,43110000,0
MITRA MULYA KOMPUTER (MMC),Menengah,15365890,130886000,91897
ALUR PAWAN PERMAI GAS,Menengah,0,939381289,0
MITRA JAYA SERVICE,Menengah,0,17485000,0
PT Menara Gading Mulia,Menengah,97007900,273720006,655398
GRAHA EMPORIUM PRIMANTARA,Menengah,3078950,33158572,14826
CAHAYA MANDIRI,Menengah,0,110000,0
KOPKAR AROMA,Menengah,123466600,836956650,824434
CV RISKY MEDIA COMPUTER,Menengah,6339380,6382500,34566
KOPKAR KERTAMANAH PTPN VIII,Menengah,18814330,139257631,109005
BARA SUMBER SARI,Menengah,0,977132667,0
Koperasi Karyawan PLN UID Jabar - Karya Lisna,Menengah,0,12476700,0
KARYAWAN KANTOR DIREKSI PTPN VIII,Menengah,80276600,1245502567,482757
KOPERASI JASA DADALI BANDUNG,Menengah,142468310,1096055202,942647
CV FORTUNA MANDIRI,Menengah,0,156562725,0
Kopeg Dapen Telkom,Menengah,0,141723348,0
Koperasi karyawan pasirmalang,Menengah,533610,110814002,1595
KOPERASI KARYAWAN TULUS KARYA,Menengah,6572730,110875314,28349
KOPERASI KARYAWAN PERKEBUNAN PASIR BADAK KARYA MURNI,Menengah,2149990,11675882,9746
KOPERASI KARYAWAN RANCABOLANG,Menengah,49596950,331507433,285021
CV. SYAKIRA AZKA,Menengah,26295510,139570886,151573
KOPERASI ARUMSARI BERKAH SEJAHTERA,Menengah,233899834,1453949700,1381945
PT. Dapensi Dwikarya,Menengah,22759000,105450000,140310
KARISMA KAMANIKA ABADI,Menengah,26063000,1030222468,177255
PT TRIJATI PRIMULA,Menengah,0,20190003,0
CV. DONA DAYU INDONESIA,Menengah,0,122400,0
KOPEGTEL SINERGI,Menengah,73317990,688122086,480102
Citra Farma,Menengah,0,5894000,0
PT. GRAHA SARANA DUTA,Menengah,0,506444000,0
Koperasi Konsumen Sinergi Sinergi Agrowisata Nusantara,Menengah,0,110319100,0
pt pindad enjiniring indonesia,Menengah,0,2879617500,0
PT. Uap Air,Menengah,0,4861800,0
CV.ZACHI JAYA,Menengah,121275,129100,-1446
Koperasi Metropolitan Telkom,Menengah,1471612540,13480246375,9633024
Kartika Mandiri Sejahtera,Menengah,39861350,108722280,264063
Koperasi Karyawan ASABRI Sejahtera,Menengah,9207310,93442426,48115
PT ASTRAGRAPHIA TBK,Menengah,0,27333750,0
PT RESTU IBU MANDIRI,Menengah,0,131638520,0
MUSTIKARAMA CITRAPERDANA,Menengah,66470000,474580500,450085
CV. DHEWA FAMZ,Menengah,0,12051305,0
BKS CABANG BANDUNG,Menengah,0,825387390,0
PT.ASIAPACIFIC TRUE TRUST,Menengah,0,78772811,0
Bach Multi Global,Menengah,0,512499999,0
CV. IDE TELEKOMUNIKASI,Menengah,151533286,1375723096,990273
KOPERASI KARYAWAN PT. LEN INDUSTRI (PERSERO),Menengah,0,168882169,0
PT. ATHAYA MUTIARA GEMILANG,Menengah,15933200,154395450,104987
KOPKAR PTPN VIII KEBUN MIRAMARE,Menengah,32780100,261661519,196284
PT Asta Bumi Cipta,Menengah,0,3301140,0
PT MURCOYO ENAM,Menengah,465427990,2701968438,2725826
PT. SURYA ANGKASA SEMESTA,Menengah,23096900,805167665,154716
CV Essential Nature,Menengah,0,280450,0
KOPERASI REASURANSI INDONESIA UTAMA ( KOPRIU),Menengah,11807300,72131000,77774
Primkokar KPH Garut,Menengah,75428,75185,-2301
ELKO CITRATAMA BESTARI,Menengah,172958800,2476731067,878942
HYDROMART UTAMA INDONESIA,Menengah,0,842884994,0
PT Tredco Sarana Mekanindo,Menengah,0,926695060,0
PT. ECOLAB INTERNATIONAL INDONESIA,Menengah,0,77789688,0
PT.INTI SEMESTA SEJAHTERA,Menengah,903544896,1642919880,4894412
Mandala Setia,Menengah,0,570013814,0
BONTANG PRATAMA,Menengah,90273100,102509610,611537
RASI GEMILANG,Menengah,128946900,1057455250,873991
PT PRIMA SOLID ENERGIK,Menengah,11731000,187925710,78472
RIYANA DINAMIKA MANDIRI,Menengah,0,737012770,0
PT. SOLA ANUGERAH OILFIELD,Menengah,0,627150000,0
CV BUANA JAYA,Menengah,0,2603686295,0
PT. BORNEO ETAM SAMUDERA,Menengah,1857445816,13005353120,8464495
KALTIM SATRIA SAMUDERA,Menengah,704454100,11602989970,3917355
PT. Kaltim Adhiguna Dermaga,Menengah,1726006528,27356974802,8069566
ANGKASA JAYA ABADI,Menengah,87160304,1113274707,596067
CV CAHAYA ABADI,Menengah,48625000,1303139994,331570
